#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 10 07 00 307  8.5 10.3  4.12 10.00  7.39 286 1016.5   6.1 999.0 999.0 99.0 99.00
2007 01 10 08 00 281  8.9 11.7  4.14 11.11  7.70 293 1016.6   6.2 999.0 999.0 99.0 99.00
2007 01 10 09 00 268  8.5 11.1  4.42  9.09  7.66 285 1016.0   5.9 999.0 999.0 99.0 99.00
2007 01 10 10 00 245 10.4 13.5  4.52 10.00  7.93 298 1015.5   6.2 999.0 999.0 99.0 99.00
2007 01 10 11 00 251  8.5 11.1  5.06 10.00  8.19 305 1015.9   3.3 999.0 999.0 99.0 99.00
2007 01 10 12 00 288 13.5 18.2  5.20 11.11  8.12 302 1015.2   3.5 999.0 999.0 99.0 99.00
2007 01 10 13 00 295 12.5 17.6  4.69 11.11  7.68 296 1014.8   3.7 999.0 999.0 99.0 99.00
2007 01 10 14 00 266  8.9 11.8  5.17 11.11  8.02 306 1014.5   4.7 999.0 999.0 99.0 99.00
2007 01 10 15 00 294 16.6 20.8  4.72 10.00  7.61 302 1014.6   2.8 999.0 999.0 99.0 99.00
2007 01 10 16 00 272  9.5 12.5  4.89 11.11  8.15 301 1014.6   4.5 999.0 999.0 99.0 99.00
2007 01 10 17 00 287 11.6 14.0  4.30 11.11  7.71 301 1014.8   4.7 999.0 999.0 99.0 99.00
2007 01 10 18 00 322 12.2 15.7  4.21 11.11  7.28 300 1015.4   2.6 999.0 999.0 99.0 99.00
2007 01 10 19 00 295 13.6 15.8  4.22 12.50  7.68 297 1015.1   3.9 999.0 999.0 99.0 99.00
2007 01 10 20 00 276  8.9 11.3  4.59 12.50  8.12 298 1014.9   4.3 999.0 999.0 99.0 99.00
2007 01 10 21 00 276  9.7 12.7  4.51 12.50  8.11 302 1014.2   4.7 999.0 999.0 99.0 99.00
2007 01 10 22 00 286  9.2 14.0  4.49 12.50  8.08 306 1013.9   4.1 999.0 999.0 99.0 99.00
2007 01 10 23 00 283  9.9 14.8  4.31 12.50  7.97 300 1013.9   4.2 999.0 999.0 99.0 99.00
2007 01 11 00 00 305  7.3  9.5  4.06 12.50  8.20 298 1014.1   3.9 999.0 999.0 99.0 99.00
2007 01 11 01 00 320  8.6 10.9  4.28 12.50  8.51 299 1013.8   4.8 999.0 999.0 99.0 99.00
2007 01 11 02 00 318  8.7 12.0  4.40 12.50  8.35 295 1013.8   4.8 999.0 999.0 99.0 99.00
2007 01 11 03 00 295 10.0 14.7  4.16 12.50  8.30 298 1013.7   4.5 999.0 999.0 99.0 99.00
2007 01 11 04 00 347  6.4  9.5  4.16 12.50  7.99 297 1013.7   5.0 999.0 999.0 99.0 99.00
2007 01 11 05 00 326  7.9 10.4  4.11 12.50  7.73 294 1014.0   5.3 999.0 999.0 99.0 99.00
2007 01 11 06 00 306  6.2  9.3  4.11 12.50  7.78 297 1014.0   5.2 999.0 999.0 99.0 99.00
2007 01 11 07 00 244  3.9  6.0  4.38 12.50  7.83 293 1014.6   1.4 999.0 999.0 99.0 99.00
2007 01 11 08 00 306  4.7  6.5  4.81 12.50  8.67 301 1014.8   2.9 999.0 999.0 99.0 99.00
2007 01 11 09 00 265  4.7  6.8  4.25 12.50  8.42 301 1014.7   2.2 999.0 999.0 99.0 99.00
2007 01 11 10 00   7  4.3  5.7  4.14 12.50  8.34 300 1014.5   2.7 999.0 999.0 99.0 99.00
2007 01 11 11 00 279  3.4  5.6  4.03 11.11  8.27 296 1015.1   1.2 999.0 999.0 99.0 99.00
2007 01 11 12 00 325  0.7  1.9  3.71 12.50  8.39 299 1015.2   2.0 999.0 999.0 99.0 99.00
2007 01 11 13 00  79  7.5  9.8  3.80 12.50  8.70 294 1015.4   2.4 999.0 999.0 99.0 99.00
2007 01 11 14 00  88  8.1 11.1  3.79 12.50  8.49 291 1016.6   1.0 999.0 999.0 99.0 99.00
2007 01 11 15 00  62  6.9  9.5  3.68 12.50  8.33 296 1017.9   2.1 999.0 999.0 99.0 99.00
2007 01 11 16 00  54  7.2  9.0  3.85 12.50  8.62 305 1019.0   2.4 999.0 999.0 99.0 99.00
2007 01 11 17 00  48  8.3 10.4  3.84 12.50  8.62 308 1020.4   2.4 999.0 999.0 99.0 99.00
2007 01 11 18 00  54  9.6 12.2  3.24 12.50  7.61 314 1022.0   2.7 999.0 999.0 99.0 99.00
2007 01 11 19 00  55 10.5 12.9  3.83 12.50  8.16 308 1023.4   2.5 999.0 999.0 99.0 99.00
2007 01 11 20 00  63 10.8 13.6  3.64 12.50  8.03 310 1024.1   2.6 999.0 999.0 99.0 99.00
2007 01 11 21 00  53 11.0 13.3  3.08 12.50  7.46 319 1024.1   2.8 999.0 999.0 99.0 99.00
2007 01 11 22 00  57  8.6 11.1  3.15 11.11  7.61 314 1024.8   3.0 999.0 999.0 99.0 99.00
2007 01 11 23 00  44  8.2  9.7  2.91 11.11  7.48 310 1025.7   3.1 999.0 999.0 99.0 99.00
2007 01 12 00 00  37  9.7 11.2  3.04 11.11  7.31 308 1026.8   3.2 999.0 999.0 99.0 99.00
2007 01 12 01 00  35  9.7 10.9  2.88 11.11  7.52 304 1027.5   3.1 999.0 999.0 99.0 99.00
2007 01 12 02 00  41  8.7 10.6  3.03 11.11  7.62 301 1028.3   3.0 999.0 999.0 99.0 99.00
2007 01 12 03 00  49  8.7 10.0  3.06 11.11  7.47 304 1028.4   2.8 999.0 999.0 99.0 99.00
2007 01 12 04 00  61  6.9  8.7  3.18 11.11  7.88 301 1029.4   2.5 999.0 999.0 99.0 99.00
2007 01 12 05 00  56  6.4  7.8  2.99 11.11  7.92 300 1029.7   2.2 999.0 999.0 99.0 99.00
2007 01 12 06 00  70  7.2  8.8  2.75 11.11  7.89 311 1030.2   2.4 999.0 999.0 99.0 99.00
2007 01 12 07 00  66  7.3  9.0  2.84 11.11  8.21 303 1030.9   2.1 999.0 999.0 99.0 99.00
2007 01 12 08 00  86  6.2  8.0  2.14 11.11  7.03 311 1031.2   1.9 999.0 999.0 99.0 99.00
2007 01 12 09 00  93  5.9  7.5  2.20 11.11  7.27 314 1031.3   1.9 999.0 999.0 99.0 99.00
2007 01 12 10 00  89  5.5  7.1  2.03 11.11  7.20 307 1031.5   1.7 999.0 999.0 99.0 99.00
2007 01 12 11 00  87  5.1  6.9  2.20 11.11  7.62 309 1031.8   1.6 999.0 999.0 99.0 99.00
2007 01 12 12 00  90  4.8  6.5  1.96 10.00  7.18 303 1031.9   1.6 999.0 999.0 99.0 99.00
2007 01 12 13 00  86  5.3  6.8  1.88 11.11  7.31 320 1032.0   1.4 999.0 999.0 99.0 99.00
2007 01 12 14 00  86  5.8  8.1  2.21 10.00  7.90 314 1032.0   1.3 999.0 999.0 99.0 99.00
2007 01 12 15 00  85  5.6  7.2  1.93 10.00  7.37 305 1032.2   1.3 999.0 999.0 99.0 99.00
2007 01 12 16 00  98  5.5  7.6  1.77 10.00  7.37 302 1032.1   1.2 999.0 999.0 99.0 99.00
2007 01 12 17 00  90  4.2  5.2  1.84 10.00  7.31 308 1032.9   1.9 999.0 999.0 99.0 99.00
2007 01 12 18 00  80  3.6  4.6  1.87 20.00  7.96 290 1033.2   1.7 999.0 999.0 99.0 99.00
2007 01 12 19 00  61  3.3  4.7  2.06 10.00  8.58 307 1033.7   1.7 999.0 999.0 99.0 99.00
2007 01 12 20 00  66  4.0  5.5  1.87 10.00  8.03 300 1033.5   1.7 999.0 999.0 99.0 99.00
2007 01 12 21 00  41  2.8  4.6  1.88 20.00  8.64 293 1033.2   1.8 999.0 999.0 99.0 99.00
2007 01 12 22 00   6  4.0  5.1  2.01 16.67  9.43 290 1032.8   2.0 999.0 999.0 99.0 99.00
2007 01 12 23 00  21  4.1  5.2  2.05 20.00  9.72 291 1032.2   2.2 999.0 999.0 99.0 99.00
2007 01 13 00 00  26  4.3  5.9  2.15 16.67 10.95 292 1032.3   2.4 999.0 999.0 99.0 99.00
2007 01 13 01 00  25  4.8  6.0  1.99 16.67 11.36 288 1032.6   2.3 999.0 999.0 99.0 99.00
2007 01 13 02 00  35  4.8  6.7  1.96 20.00 11.06 296 1032.2   2.4 999.0 999.0 99.0 99.00
2007 01 13 03 00  38  3.9  4.9  2.15 20.00 11.64 293 1032.1   2.6 999.0 999.0 99.0 99.00
2007 01 13 04 00  58  3.4  4.9  2.77 20.00 12.60 294 1031.9   2.5 999.0 999.0 99.0 99.00
2007 01 13 05 00  76  3.0  4.2  2.65 20.00 13.15 290 1032.0   2.4 999.0 999.0 99.0 99.00
2007 01 13 06 00  65  2.8  3.6  2.43 20.00 12.30 290 1032.0   2.5 999.0 999.0 99.0 99.00
2007 01 13 07 00  91  2.7  4.2  2.40 16.67 12.44 295 1031.9   2.4 999.0 999.0 99.0 99.00
2007 01 13 08 00 109  3.3  4.6  2.48 20.00 12.86 290 1031.7   2.4 999.0 999.0 99.0 99.00
2007 01 13 09 00 101  2.4  3.8  2.72 20.00 12.71 291 1031.5   2.4 999.0 999.0 99.0 99.00
2007 01 13 10 00  94  3.7  5.2  2.53 20.00 12.57 287 1031.2   2.4 999.0 999.0 99.0 99.00
2007 01 13 11 00 114  3.4  4.9  2.55 20.00 12.29 284 1031.1   2.4 999.0 999.0 99.0 99.00
2007 01 13 12 00  97  2.3  3.5  1.92 20.00 10.56 279 1031.3   2.5 999.0 999.0 99.0 99.00
2007 01 13 13 00 114  1.8  3.1  2.52 20.00 12.39 280 1030.9   2.8 999.0 999.0 99.0 99.00
2007 01 13 14 00 130  2.5  3.6  2.36 20.00 11.97 284 1030.5   2.9 999.0 999.0 99.0 99.00
2007 01 13 15 00 125  1.9  3.4  2.27 16.67 11.99 283 1030.5   3.5 999.0 999.0 99.0 99.00
2007 01 13 16 00 117  2.2  3.5  1.82 16.67 11.05 289 1030.4   3.5 999.0 999.0 99.0 99.00
2007 01 13 17 00 125  3.2  4.5  2.25 16.67 11.97 290 1030.3   3.2 999.0 999.0 99.0 99.00
2007 01 13 18 00 143  2.6  4.0  1.84 16.67 10.60 293 1030.2   3.6 999.0 999.0 99.0 99.00
2007 01 13 19 00 147  2.9  3.8  2.03 16.67 11.12 284 1030.2   4.0 999.0 999.0 99.0 99.00
2007 01 13 20 00 152  2.1  3.0  2.12 16.67 11.37 283 1029.9   4.4 999.0 999.0 99.0 99.00
2007 01 13 21 00 140  2.0  2.8  2.14 16.67 11.19 279 1029.6   4.7 999.0 999.0 99.0 99.00
2007 01 13 22 00 131  1.3  2.3  1.75 16.67  9.87 288 1029.1   5.0 999.0 999.0 99.0 99.00
2007 01 13 23 00  96  4.6  5.8  2.00 16.67 10.70 285 1029.1   4.2 999.0 999.0 99.0 99.00
2007 01 14 00 00  85  4.0  5.4  2.07 16.67 11.50 283 1029.7   4.0 999.0 999.0 99.0 99.00
2007 01 14 01 00  91  4.3  5.5  2.05 16.67 11.49 282 1029.8   3.5 999.0 999.0 99.0 99.00
2007 01 14 02 00  80  2.9  4.0  2.06 16.67 11.82 282 1030.0   3.5 999.0 999.0 99.0 99.00
2007 01 14 03 00  97  2.7  3.8  1.91 16.67 11.56 278 1029.9   3.6 999.0 999.0 99.0 99.00
2007 01 14 04 00  76  4.4  6.4  1.95 16.67 11.82 279 1030.2   3.1 999.0 999.0 99.0 99.00
2007 01 14 05 00  82  4.1  5.3  2.06 16.67 11.87 277 1030.3   3.1 999.0 999.0 99.0 99.00
2007 01 14 06 00  89  5.6  7.0  1.78 16.67 11.17 279 1030.4   3.0 999.0 999.0 99.0 99.00
2007 01 14 07 00  82  5.4  6.9  1.80 16.67  9.21 281 1031.0   2.8 999.0 999.0 99.0 99.00
2007 01 14 08 00  98  6.7  8.2  1.93 16.67  8.77 278 1031.3   3.1 999.0 999.0 99.0 99.00
2007 01 14 09 00  95  7.3  9.2  1.90 16.67  8.13 278 1031.5   2.8 999.0 999.0 99.0 99.00
2007 01 14 10 00  84  7.7  9.1  1.92 16.67  8.19 283 1031.7   2.4 999.0 999.0 99.0 99.00
2007 01 14 11 00  84  7.6  8.8  1.88 16.67  7.21 281 1031.9   2.4 999.0 999.0 99.0 99.00
2007 01 14 12 00  87  7.0  8.9  1.99 14.29  7.41 283 1032.6   2.1 999.0 999.0 99.0 99.00
2007 01 14 13 00  82  6.8  8.2  2.02 16.67  8.01 287 1033.0   1.9 999.0 999.0 99.0 99.00
2007 01 14 14 00  81  8.0  9.5  2.13 14.29  8.28 292 1032.9   1.6 999.0 999.0 99.0 99.00
2007 01 14 15 00  74  7.6  9.6  1.98 14.29  8.47 290 1032.9   1.7 999.0 999.0 99.0 99.00
2007 01 14 16 00  79  8.2  9.6  2.30 16.67  9.77 285 1033.2   1.5 999.0 999.0 99.0 99.00
2007 01 14 17 00  80  6.0  7.9  1.78 16.67  7.93 293 1034.0   1.6 999.0 999.0 99.0 99.00
2007 01 14 18 00  95  7.0  8.8  2.06 16.67  8.75 291 1034.4   2.2 999.0 999.0 99.0 99.00
2007 01 14 19 00 100  5.7  6.8  2.12 14.29  8.28 285 1034.8   2.8 999.0 999.0 99.0 99.00
2007 01 14 20 00 105  5.5  7.3  1.89 14.29  7.32 282 1034.5   3.2 999.0 999.0 99.0 99.00
2007 01 14 21 00 107  5.0  6.3  2.02 16.67  8.48 288 1033.6   3.6 999.0 999.0 99.0 99.00
2007 01 14 22 00  92  5.1  6.4  1.63 16.67  7.87 281 1033.2   3.5 999.0 999.0 99.0 99.00
2007 01 14 23 00  91  5.7  7.4  1.53 16.67  7.87 290 1032.2   3.6 999.0 999.0 99.0 99.00
2007 01 15 00 00  82  3.7  4.7  1.59 14.29  7.63 281 1033.3   4.1 999.0 999.0 99.0 99.00
2007 01 15 01 00  55  2.7  3.4  1.63 14.29  7.71 275 1033.8   4.0 999.0 999.0 99.0 99.00
2007 01 15 02 00  67  6.5  7.4  1.49 14.29  8.55 285 1033.6   3.9 999.0 999.0 99.0 99.00
2007 01 15 03 00  62  5.0  5.9  1.69 14.29  8.88 284 1033.9   3.9 999.0 999.0 99.0 99.00
2007 01 15 04 00  58  5.8  7.2  1.73 14.29  9.50 287 1034.0   3.5 999.0 999.0 99.0 99.00
2007 01 15 05 00  87  8.1 10.1  1.51 14.29  8.35 270 1033.1   3.6 999.0 999.0 99.0 99.00
2007 01 15 06 00  88  8.5  9.8  1.72 14.29  6.91 278 1032.2   3.5 999.0 999.0 99.0 99.00
2007 01 15 07 00  94  9.0 10.4  1.75 14.29  6.79 284 1032.0   3.6 999.0 999.0 99.0 99.00
2007 01 15 08 00  92  7.7  9.1  1.65 14.29  6.59 279 1031.8   3.2 999.0 999.0 99.0 99.00
2007 01 15 09 00  91  6.2  7.3  1.76 14.29  7.25 275 1031.8   3.4 999.0 999.0 99.0 99.00
2007 01 15 10 00  91  5.2  6.1  1.54 14.29  7.33 282 1031.7   3.7 999.0 999.0 99.0 99.00
2007 01 15 11 00 104  4.2  5.2  1.43 16.67  7.73 270 1031.8   4.0 999.0 999.0 99.0 99.00
2007 01 15 12 00 103  5.4  7.0  1.43 16.67  7.70 280 1031.4   3.9 999.0 999.0 99.0 99.00
2007 01 15 13 00  98  4.2  5.4  1.59 14.29  7.25 277 1031.4   3.9 999.0 999.0 99.0 99.00
2007 01 15 14 00  96  3.8  5.1  1.39 14.29  7.04 281 1031.6   3.6 999.0 999.0 99.0 99.00
2007 01 15 15 00  97  5.9  7.6  1.51 14.29  7.98 278 1030.9   3.6 999.0 999.0 99.0 99.00
2007 01 15 16 00 100  6.8  8.2  1.39 14.29  6.99 277 1030.5   3.3 999.0 999.0 99.0 99.00
2007 01 15 17 00 102  6.5  7.7  1.55 14.29  7.16 278 1030.9   3.3 999.0 999.0 99.0 99.00
2007 01 15 18 00 103  5.6  6.7  1.27 14.29  6.38 268 1031.3   3.5 999.0 999.0 99.0 99.00
2007 01 15 19 00 104  5.9  7.1  1.40 14.29  6.95 283 1031.4   3.8 999.0 999.0 99.0 99.00
2007 01 15 20 00 117  4.7  5.7  1.38 14.29  7.64 284 1031.0   4.0 999.0 999.0 99.0 99.00
2007 01 15 21 00 165  4.9  6.0  1.50 14.29  7.99 277 1030.4   5.0 999.0 999.0 99.0 99.00
2007 01 15 22 00 150  5.8  7.3  1.47 14.29  7.81 285 1029.9   5.2 999.0 999.0 99.0 99.00
2007 01 15 23 00 165  6.5  8.1  1.39 12.50  6.69 279 1029.9   5.9 999.0 999.0 99.0 99.00
2007 01 16 00 00 165  6.4  7.9  1.49 12.50  6.83 285 1029.7   5.9 999.0 999.0 99.0 99.00
2007 01 16 01 00 168  7.2  8.8  1.70 12.50  6.74 285 1029.0   6.3 999.0 999.0 99.0 99.00
2007 01 16 02 00 172  7.4  8.8  1.71 14.29  6.93 283 1028.4   6.4 999.0 999.0 99.0 99.00
2007 01 16 03 00 162  8.4 10.0  1.91 14.29  6.82 286 1027.4   6.3 999.0 999.0 99.0 99.00
2007 01 16 04 00 161  8.6 10.0  1.89 14.29  6.14 277 1027.1   6.6 999.0 999.0 99.0 99.00
2007 01 16 05 00 169  9.0 10.6  1.94 12.50  5.97 258 1026.8   6.7 999.0 999.0 99.0 99.00
2007 01 16 06 00 166 10.6 12.3  2.11 12.50  5.92 263 1026.0   7.0 999.0 999.0 99.0 99.00
2007 01 16 07 00 166 10.6 12.5  2.13 12.50  5.80 269 1025.7   6.8 999.0 999.0 99.0 99.00
2007 01 16 08 00 168 11.5 14.4  2.30 12.50  5.96 269 1025.2   6.7 999.0 999.0 99.0 99.00
2007 01 16 09 00 173 11.2 13.1  2.54 12.50  6.01 277 1024.4   6.8 999.0 999.0 99.0 99.00
2007 01 16 10 00 177 11.0 13.7  2.66 12.50  6.00 272 1023.9   7.1 999.0 999.0 99.0 99.00
2007 01 16 11 00 174 11.0 13.2  2.75  6.25  6.01 190 1023.5   7.4 999.0 999.0 99.0 99.00
2007 01 16 12 00 169 11.7 13.9  3.22  6.25  6.30 193 1022.7   7.1 999.0 999.0 99.0 99.00
2007 01 16 13 00 182 10.3 16.6 99.00 99.00 99.00 999 1022.6   7.2 999.0 999.0 99.0 99.00
2007 01 16 14 00 165  3.2  4.7  3.14  7.14  6.46 215 1022.7   8.2 999.0 999.0 99.0 99.00
2007 01 16 15 00 311  2.9  5.2  3.00  7.14  6.46 213 1022.7   7.1 999.0 999.0 99.0 99.00
2007 01 16 16 00 337  5.0  6.6  2.88  7.14  6.71 203 1022.9   8.3 999.0 999.0 99.0 99.00
2007 01 16 17 00  14  4.9  6.0  2.40 10.00  6.58 276 1023.5   8.1 999.0 999.0 99.0 99.00
2007 01 16 18 00 102  4.9  6.3  2.69 10.00  7.36 273 1024.2   6.3 999.0 999.0 99.0 99.00
2007 01 16 19 00 100  6.7  8.3  2.51  9.09  7.14 258 1025.0   5.0 999.0 999.0 99.0 99.00
2007 01 16 20 00  97  5.9  7.3  2.37 10.00  6.87 266 1025.3   5.1 999.0 999.0 99.0 99.00
2007 01 16 21 00  90  5.7  7.2  2.37 10.00  7.06 276 1025.7   5.1 999.0 999.0 99.0 99.00
2007 01 16 22 00 105  2.4  3.4  2.36 10.00  7.41 279 1025.9   5.5 999.0 999.0 99.0 99.00
2007 01 16 23 00 159  0.2  1.1  2.24 10.00  7.27 279 1026.7   6.3 999.0 999.0 99.0 99.00
2007 01 17 00 00  80  1.7  2.8  2.30 16.67  7.34 283 1027.3   5.6 999.0 999.0 99.0 99.00
2007 01 17 01 00 104  0.8  2.0  2.43 16.67  7.62 287 1028.0   5.6 999.0 999.0 99.0 99.00
2007 01 17 02 00 296  1.7  3.0  2.46 16.67  7.69 290 1028.3   6.2 999.0 999.0 99.0 99.00
2007 01 17 03 00 331  6.9  8.4  2.48 16.67  7.42 285 1028.4   7.5 999.0 999.0 99.0 99.00
2007 01 17 04 00 334  8.5 10.2  2.68 16.67  7.47 276 1028.4   7.8 999.0 999.0 99.0 99.00
2007 01 17 05 00 336  8.8 10.6  2.40 16.67  6.80 274 1028.6   7.8 999.0 999.0 99.0 99.00
2007 01 17 06 00 334  8.9 10.8  2.30 16.67  6.84 279 1028.9   7.8 999.0 999.0 99.0 99.00
2007 01 17 07 00   6  6.6  8.0  2.56 14.29  6.95 286 1029.5   7.4 999.0 999.0 99.0 99.00
2007 01 17 08 00  36  4.4  5.4  2.58 14.29  7.65 281 1029.9   6.8 999.0 999.0 99.0 99.00
2007 01 17 09 00  57  3.1  4.3  2.79 14.29  8.35 282 1030.0   6.1 999.0 999.0 99.0 99.00
2007 01 17 10 00  46  1.5  2.7  2.81 14.29  8.60 283 1030.3   5.9 999.0 999.0 99.0 99.00
2007 01 17 11 00 163  0.4  1.3  2.62 14.29  8.01 282 1030.8   5.6 999.0 999.0 99.0 99.00
2007 01 17 12 00  77  1.1  2.1  2.62 14.29  8.45 280 1030.8   6.0 999.0 999.0 99.0 99.00
2007 01 17 13 00 138  1.8  2.9  2.50 14.29  8.05 291 1031.0   5.7 999.0 999.0 99.0 99.00
2007 01 17 14 00  17  0.4  1.6  2.70 14.29  8.32 284 1031.1   6.3 999.0 999.0 99.0 99.00
2007 01 17 15 00  26  0.3  1.6  2.73 14.29  8.18 285 1030.8   6.3 999.0 999.0 99.0 99.00
2007 01 17 16 00 337  2.5  3.5  2.77 14.29  8.32 277 1030.9   6.7 999.0 999.0 99.0 99.00
2007 01 17 17 00 311  3.3  4.5  2.74 14.29  8.35 277 1031.1   7.0 999.0 999.0 99.0 99.00
2007 01 17 18 00 308  2.5  3.7  2.95 14.29  8.78 285 1031.3   7.1 999.0 999.0 99.0 99.00
2007 01 17 19 00 318  1.3  2.5  2.66 14.29  8.70 289 1031.4   7.1 999.0 999.0 99.0 99.00
2007 01 17 20 00 153  0.2  1.4  2.95 14.29  9.31 290 1031.3   7.0 999.0 999.0 99.0 99.00
2007 01 17 21 00 280  2.5  3.7  2.50 14.29  8.69 283 1031.4   7.2 999.0 999.0 99.0 99.00
2007 01 17 22 00 283  2.4  3.5  2.74 14.29  8.93 276 1031.1   7.4 999.0 999.0 99.0 99.00
2007 01 17 23 00 264  1.8  2.4  2.84 14.29  9.19 277 1031.4   7.1 999.0 999.0 99.0 99.00
2007 01 18 00 00 236  2.1  2.8  2.53 12.50  8.51 271 1031.6   7.1 999.0 999.0 99.0 99.00
2007 01 18 01 00 204  2.6  4.9  2.84 12.50  9.00 278 1031.4   7.1 999.0 999.0 99.0 99.00
2007 01 18 02 00 249  4.5  6.2  2.40 12.50  8.40 281 1031.4   6.4 999.0 999.0 99.0 99.00
2007 01 18 03 00 225  3.5  4.7  2.78 14.29  9.18 279 1031.4   6.2 999.0 999.0 99.0 99.00
2007 01 18 04 00 210  3.2  3.9  2.56 12.50  9.07 288 1031.5   6.0 999.0 999.0 99.0 99.00
2007 01 18 05 00 162  3.7  4.5  2.50 11.11  8.89 277 1030.7   5.6 999.0 999.0 99.0 99.00
2007 01 18 06 00 151  4.7  5.7  2.01 11.11  8.39 277 1030.5   5.8 999.0 999.0 99.0 99.00
2007 01 18 07 00 152  5.8  7.1  2.12 11.11  8.29 269 1030.4   6.3 999.0 999.0 99.0 99.00
2007 01 18 08 00 154  6.0  7.1 99.00 99.00 99.00 999 1030.5   6.7 999.0 999.0 99.0 99.00
2007 01 18 09 00 172  8.4 10.3  2.04 12.50  7.78 269 1029.9   6.6 999.0 999.0 99.0 99.00
2007 01 18 10 00 167 10.5 12.3  2.01 11.11  5.93 273 1029.1   6.6 999.0 999.0 99.0 99.00
2007 01 18 11 00 172 10.7 12.4  2.22 11.11  5.94 275 1029.2   6.4 999.0 999.0 99.0 99.00
2007 01 18 12 00 173  9.9 12.2  2.00 11.11  5.56 270 1028.9   6.3 999.0 999.0 99.0 99.00
2007 01 18 13 00 176 10.4 12.5  2.27 11.11  5.52 277 1028.4   6.6 999.0 999.0 99.0 99.00
2007 01 18 14 00 182 10.8 12.5  2.43 12.50  5.67 289 1028.3   7.0 999.0 999.0 99.0 99.00
2007 01 18 15 00 184 10.1 11.9  2.28  5.26  5.53 209 1028.4   7.4 999.0 999.0 99.0 99.00
2007 01 18 16 00 188 10.7 12.8  2.48  5.56  5.58 214 1027.9   7.5 999.0 999.0 99.0 99.00
2007 01 18 17 00 186  9.7 12.2  2.44  5.26  5.57 201 1028.2   7.9 999.0 999.0 99.0 99.00
2007 01 18 18 00 184 10.6 12.4  2.56  5.88  5.82 204 1028.3   7.5 999.0 999.0 99.0 99.00
2007 01 18 19 00 183 10.2 12.4  2.61 10.00  6.13 272 1028.6   7.5 999.0 999.0 99.0 99.00
2007 01 18 20 00 183  8.0  9.5  2.84 11.11  6.26 269 1028.5   7.5 999.0 999.0 99.0 99.00
2007 01 18 21 00 185  7.6  8.4  2.95 10.00  6.51 276 1027.7   7.9 999.0 999.0 99.0 99.00
2007 01 18 22 00 191  7.1  7.9  2.74 10.00  6.56 276 1027.6   8.4 999.0 999.0 99.0 99.00
2007 01 18 23 00 176  7.1  8.1  2.71 10.00  6.81 276 1027.6   8.2 999.0 999.0 99.0 99.00
2007 01 19 00 00 172  6.9  7.9  2.64 11.11  6.92 273 1027.4   8.2 999.0 999.0 99.0 99.00
2007 01 19 01 00 172  6.9  7.9  2.78 11.11  6.98 277 1027.4   8.0 999.0 999.0 99.0 99.00
2007 01 19 02 00 168  6.8  8.1  2.82 11.11  6.83 288 1027.2   8.2 999.0 999.0 99.0 99.00
2007 01 19 03 00 173  6.6  8.1  2.46 10.00  6.63 271 1027.3   8.6 999.0 999.0 99.0 99.00
2007 01 19 04 00 175  6.4  8.0  2.60 10.00  6.96 286 1026.9   8.7 999.0 999.0 99.0 99.00
2007 01 19 05 00 168  6.9  8.3  2.88 11.11  7.42 278 1025.9   8.7 999.0 999.0 99.0 99.00
2007 01 19 06 00 161  6.9  8.4  2.61 11.11  7.18 285 1025.6   8.6 999.0 999.0 99.0 99.00
2007 01 19 07 00 169  7.1  8.5  2.63 11.11  7.00 281 1025.3   8.3 999.0 999.0 99.0 99.00
2007 01 19 08 00 170  7.6  9.0  2.68 11.11  7.07 285 1024.5   8.0 999.0 999.0 99.0 99.00
2007 01 19 09 00 166  8.0  9.3  2.50 10.00  6.98 275 1023.9   8.1 999.0 999.0 99.0 99.00
2007 01 19 10 00 162  7.8  9.2  2.74 11.11  7.31 281 1022.9   8.2 999.0 999.0 99.0 99.00
2007 01 19 11 00 163  8.4  9.4  2.63 11.11  6.88 281 1022.5   8.2 999.0 999.0 99.0 99.00
2007 01 19 12 00 166  8.7  9.8  2.68 11.11  6.80 280 1021.8   7.9 999.0 999.0 99.0 99.00
2007 01 19 13 00 165  9.1 10.2  2.85 16.67  7.13 298 1021.2   7.9 999.0 999.0 99.0 99.00
2007 01 19 14 00 163  9.5 11.0  3.10 11.11  6.94 271 1020.9   7.9 999.0 999.0 99.0 99.00
2007 01 19 15 00 174  9.3 11.6  2.97 11.11  6.58 279 1021.1   7.9 999.0 999.0 99.0 99.00
2007 01 19 16 00 173  9.0 11.9  2.80 11.11  6.38 273 1020.8   8.2 999.0 999.0 99.0 99.00
2007 01 19 17 00 173  8.5 10.6  3.16 16.67  6.86 302 1020.6   8.6 999.0 999.0 99.0 99.00
2007 01 19 18 00 182  8.4 10.3  2.82 16.67  6.76 275 1020.4   8.9 999.0 999.0 99.0 99.00
2007 01 19 19 00 248  2.1  4.6  3.05 16.67  7.23 276 1020.8   9.0 999.0 999.0 99.0 99.00
2007 01 19 20 00 316  4.6  6.1  2.74 14.29  7.27 285 1020.9   8.3 999.0 999.0 99.0 99.00
2007 01 19 21 00 305  5.7  7.1  2.52 11.11  7.38 282 1021.2   8.5 999.0 999.0 99.0 99.00
