#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 07 09 04 00 355  8.6  9.8  1.31  8.33  4.76 280 1019.2  15.0 999.0 999.0 99.0 99.00
2007 07 09 05 00 354  9.2 10.6  1.36  7.14  4.73 276 1019.5  14.9 999.0 999.0 99.0 99.00
2007 07 09 06 00 352  9.5 11.4  1.35  6.25  4.48 275 1019.6  14.8 999.0 999.0 99.0 99.00
2007 07 09 07 00 358  9.4 11.2  1.44  4.76  4.61 303 1019.7  14.4 999.0 999.0 99.0 99.00
2007 07 09 08 00 353  8.5 10.6  1.42  4.76  4.47 321 1019.6  14.0 999.0 999.0 99.0 99.00
2007 07 09 09 00   3  8.0 10.8  1.53  4.55  4.57 325 1019.6  13.6 999.0 999.0 99.0 99.00
2007 07 09 10 00 353  9.0 10.9  1.68  6.67  4.81 267 1019.5  13.5 999.0 999.0 99.0 99.00
2007 07 09 11 00 355  9.8 12.4  1.86  5.88  4.82 296 1019.2  13.7 999.0 999.0 99.0 99.00
2007 07 09 12 00 349  9.4 11.1  1.90  6.67  4.85 276 1019.1  14.1 999.0 999.0 99.0 99.00
2007 07 09 13 00 354  8.3 10.1  1.95  7.14  5.12 271 1019.0  14.1 999.0 999.0 99.0 99.00
2007 07 09 14 00 355  9.0 10.9  1.93  6.67  5.35 291 1019.1  14.1 999.0 999.0 99.0 99.00
2007 07 09 15 00 356  8.4  9.9  2.07  7.69  5.74 269 1019.5  13.7 999.0 999.0 99.0 99.00
2007 07 09 16 00 360  7.4  8.9  1.90  8.33  5.65 273 1019.7  13.6 999.0 999.0 99.0 99.00
2007 07 09 17 00 360  7.1  9.5  1.88  7.69  5.58 273 1019.7  13.5 999.0 999.0 99.0 99.00
2007 07 09 18 00 345  8.6  9.9  1.79  6.67  5.44 299 1019.3  13.4 999.0 999.0 99.0 99.00
2007 07 09 19 00 352  8.8 10.4  1.77  6.67  5.07 292 1019.1  13.6 999.0 999.0 99.0 99.00
2007 07 09 20 00 346  8.7 10.0  1.90  7.69  5.33 279 1018.9  13.6 999.0 999.0 99.0 99.00
2007 07 09 21 00 339  9.0 10.6  1.95  7.14  5.62 295 1018.1  13.7 999.0 999.0 99.0 99.00
2007 07 09 22 00 353  9.0 11.1  2.00  7.14  5.43 302 1018.0  14.0 999.0 999.0 99.0 99.00
2007 07 09 23 00 344  8.7 10.1  1.93  7.14  5.42 308 1017.4  14.3 999.0 999.0 99.0 99.00
2007 07 10 00 00 332  9.3 10.9  2.09  8.33  5.71 292 1016.4  14.5 999.0 999.0 99.0 99.00
2007 07 10 01 00 334  9.3 11.1  2.05  7.69  5.57 309 1015.6  14.8 999.0 999.0 99.0 99.00
2007 07 10 02 00 342  9.3 10.9  2.06  9.09  5.83 290 1014.9  15.2 999.0 999.0 99.0 99.00
2007 07 10 03 00 348  9.0 10.2  2.21  9.09  6.08 298 1014.8  15.6 999.0 999.0 99.0 99.00
2007 07 10 04 00 345  8.9 10.8  2.37  8.33  6.09 302 1014.5  15.6 999.0 999.0 99.0 99.00
2007 07 10 05 00 349  7.6  9.4  2.37  9.09  6.04 311 1014.9  15.3 999.0 999.0 99.0 99.00
2007 07 10 06 00   8  6.1  6.8  2.01  9.09  6.16 297 1015.1  15.3 999.0 999.0 99.0 99.00
2007 07 10 07 00 347  6.9  8.2  2.22  8.33  6.54 300 1014.9  15.2 999.0 999.0 99.0 99.00
2007 07 10 08 00 348  7.8  8.9  2.06  8.33  6.30 309 1014.5  15.2 999.0 999.0 99.0 99.00
2007 07 10 09 00 349  7.2  8.7  2.13  8.33  6.02 300 1014.2  14.9 999.0 999.0 99.0 99.00
2007 07 10 10 00 354  7.1  8.0  1.86  8.33  6.06 307 1013.8  15.6 999.0 999.0 99.0 99.00
2007 07 10 11 00 360  7.2  8.6  1.81  8.33  5.85 300 1013.5  16.3 999.0 999.0 99.0 99.00
2007 07 10 12 00   6  7.8  8.8  1.77  8.33  5.83 299 1013.4  16.5 999.0 999.0 99.0 99.00
2007 07 10 13 00  15  7.6  8.6  1.69  9.09  5.94 295 1013.4  16.4 999.0 999.0 99.0 99.00
2007 07 10 14 00  24  6.7  7.7  1.95  8.33  5.94 299 1013.4  16.5 999.0 999.0 99.0 99.00
2007 07 10 15 00  21  6.7  7.6  1.85  8.33  5.80 320 1013.6  16.8 999.0 999.0 99.0 99.00
2007 07 10 16 00  22  6.6  7.6  2.00  9.09  6.12 301 1013.8  16.5 999.0 999.0 99.0 99.00
2007 07 10 17 00  27  5.9  6.7  2.10  9.09  6.48 303 1013.9  16.5 999.0 999.0 99.0 99.00
2007 07 10 18 00  24  5.1  6.0  2.30  9.09  6.71 306 1013.5  16.0 999.0 999.0 99.0 99.00
2007 07 10 19 00  16  5.1  6.1  2.16  9.09  6.69 313 1013.5  15.9 999.0 999.0 99.0 99.00
2007 07 10 20 00  17  5.2  6.5  1.97  8.33  6.30 311 1013.2  16.4 999.0 999.0 99.0 99.00
2007 07 10 21 00  11  6.0  8.0  1.90  7.69  6.07 318 1012.7  17.1 999.0 999.0 99.0 99.00
2007 07 10 22 00 355  8.0  9.0  1.85  8.33  5.85 314 1012.0  17.3 999.0 999.0 99.0 99.00
2007 07 10 23 00 348  8.3  9.5  1.71  8.33  5.56 316 1011.8  17.3 999.0 999.0 99.0 99.00
2007 07 11 00 00 348  7.5  8.7  1.78  8.33  5.71 316 1011.2  17.3 999.0 999.0 99.0 99.00
2007 07 11 01 00 346  7.0  7.8  1.58  8.33  5.40 319 1010.9  17.5 999.0 999.0 99.0 99.00
2007 07 11 02 00 348  7.2  8.3  1.65  8.33  5.54 309 1010.3  17.3 999.0 999.0 99.0 99.00
2007 07 11 03 00 350  7.3  8.2  1.47  7.69  5.31 310 1010.4  16.7 999.0 999.0 99.0 99.00
2007 07 11 04 00   2  7.3  8.7  1.34  7.69  5.30 309 1010.4  17.2 999.0 999.0 99.0 99.00
2007 07 11 05 00   8  7.1  8.5  1.33  7.69  5.09 302 1010.9  16.7 999.0 999.0 99.0 99.00
2007 07 11 06 00  14  4.1  4.8  1.39  7.69  5.42 312 1011.0  16.0 999.0 999.0 99.0 99.00
2007 07 11 07 00 147  6.0  7.8  1.34  7.69  5.67 305 1011.6  14.4 999.0 999.0 99.0 99.00
2007 07 11 08 00 170  6.5  7.7  1.32  7.14  5.59 314 1011.9  14.0 999.0 999.0 99.0 99.00
2007 07 11 09 00 169  9.2 11.1  1.44  7.14  5.16 301 1012.3  13.7 999.0 999.0 99.0 99.00
2007 07 11 10 00 174 10.8 13.2  1.41  6.67  4.61 297 1012.7  13.8 999.0 999.0 99.0 99.00
2007 07 11 11 00 173  9.1 11.1  1.58  4.76  4.77 167 1012.8  14.0 999.0 999.0 99.0 99.00
2007 07 11 12 00 180  8.1  9.8  1.58  5.00  4.86 167 1012.7  13.9 999.0 999.0 99.0 99.00
2007 07 11 13 00 175  6.2  7.5  1.76  6.25  5.27 182 1012.6  13.7 999.0 999.0 99.0 99.00
2007 07 11 14 00 168  3.2  4.4  1.61  5.88  5.63 183 1012.5  13.6 999.0 999.0 99.0 99.00
2007 07 11 15 00 159  2.7  3.8  1.56  6.25  5.79 178 1012.7  13.4 999.0 999.0 99.0 99.00
2007 07 11 16 00 183  0.1  0.7  1.60  6.25  6.01 194 1012.0  12.8 999.0 999.0 99.0 99.00
2007 07 11 17 00 132  0.8  1.7  1.72 11.11  6.55 270 1012.2  12.6 999.0 999.0 99.0 99.00
2007 07 11 18 00 199  1.6  2.7  1.69 11.11  6.66 272 1012.4  13.0 999.0 999.0 99.0 99.00
2007 07 11 19 00 190  6.5  8.0  1.79 10.00  6.78 281 1013.3  13.6 999.0 999.0 99.0 99.00
2007 07 11 20 00 182  5.8  7.6  1.75 10.00  6.50 284 1013.4  14.4 999.0 999.0 99.0 99.00
2007 07 11 21 00 190  6.8  8.1  1.57  8.33  5.93 298 1013.6  14.8 999.0 999.0 99.0 99.00
2007 07 11 22 00 182  5.9  7.3  1.76  7.69  5.92 307 1013.7  14.9 999.0 999.0 99.0 99.00
2007 07 11 23 00 173  7.5  9.6  1.71 11.11  6.01 269 1013.6  14.4 999.0 999.0 99.0 99.00
2007 07 12 00 00 175  6.4  7.7  1.64 11.11  5.52 266 1013.4  14.4 999.0 999.0 99.0 99.00
2007 07 12 01 00 175  7.4  8.7  1.72 11.11  5.39 271 1013.5  14.2 999.0 999.0 99.0 99.00
2007 07 12 02 00 178  7.6  9.0  1.85 11.11  5.53 269 1013.4  14.4 999.0 999.0 99.0 99.00
2007 07 12 03 00 182  7.0  8.1  1.74 10.00  5.86 281 1013.6  14.5 999.0 999.0 99.0 99.00
2007 07 12 04 00 182  6.3  7.2  1.77 10.00  5.75 280 1014.0  14.9 999.0 999.0 99.0 99.00
2007 07 12 05 00 183  6.1  7.1  1.74 10.00  5.94 271 1014.8  14.9 999.0 999.0 99.0 99.00
2007 07 12 06 00 170  8.2  9.7  1.71 10.00  5.93 275 1015.3  14.7 999.0 999.0 99.0 99.00
2007 07 12 07 00 180  7.8  9.1  1.90 10.00  5.68 269 1015.2  14.9 999.0 999.0 99.0 99.00
2007 07 12 08 00 168  5.3  6.2  1.87 10.00  5.79 272 1015.4  14.8 999.0 999.0 99.0 99.00
2007 07 12 09 00 166  5.7  6.6  1.95 10.00  5.92 264 1015.7  14.5 999.0 999.0 99.0 99.00
2007 07 12 10 00 140  5.3  6.2  1.92  5.56  5.78 180 1015.1  14.1 999.0 999.0 99.0 99.00
2007 07 12 11 00 156  6.8  8.2  1.69  5.88  5.52 192 1015.6  13.6 999.0 999.0 99.0 99.00
2007 07 12 12 00 162  6.2  7.3  1.73  6.25  5.63 175 1015.8  14.1 999.0 999.0 99.0 99.00
2007 07 12 13 00 166  5.4  6.9  1.54 10.00  5.72 279 1015.8  14.2 999.0 999.0 99.0 99.00
2007 07 12 14 00 173  4.2  5.2  1.49  5.88  5.78 192 1015.9  14.4 999.0 999.0 99.0 99.00
2007 07 12 15 00 172  4.8  5.5  1.58 10.00  6.29 273 1016.1  14.8 999.0 999.0 99.0 99.00
2007 07 12 16 00 174  3.6  4.6  1.68 10.00  6.16 269 1016.4  14.9 999.0 999.0 99.0 99.00
2007 07 12 17 00 170  3.7  4.4  1.46 10.00  5.90 271 1016.5  14.9 999.0 999.0 99.0 99.00
2007 07 12 18 00 157  3.9  4.8  1.51 10.00  5.86 271 1016.5  14.9 999.0 999.0 99.0 99.00
2007 07 12 20 00 160  3.7  4.5  1.68 10.00  5.93 276 1016.6  14.9 999.0 999.0 99.0 99.00
2007 07 12 21 00 170  5.2  6.2  1.56 10.00  6.00 285 1016.9  14.9 999.0 999.0 99.0 99.00
2007 07 12 22 00 180  3.5  4.1  1.54 10.00  6.19 273 1017.0  14.8 999.0 999.0 99.0 99.00
2007 07 12 23 00 197  3.7  4.3  1.44 10.00  6.09 274 1017.2  15.2 999.0 999.0 99.0 99.00
2007 07 13 00 00 196  2.7  3.2  1.50  9.09  6.32 273 1017.0  15.3 999.0 999.0 99.0 99.00
2007 07 13 01 00 182  1.7  2.3  1.30 10.00  6.11 284 1016.6  15.2 999.0 999.0 99.0 99.00
2007 07 13 02 00 175  2.6  3.2  1.26 10.00  6.19 276 1016.7  15.3 999.0 999.0 99.0 99.00
2007 07 13 03 00 174  1.9  2.4  1.26 10.00  6.30 272 1016.5  15.5 999.0 999.0 99.0 99.00
2007 07 13 04 00 176  1.9  2.5  1.35 10.00  6.32 271 1016.6  15.5 999.0 999.0 99.0 99.00
2007 07 13 05 00 164  0.7  1.2  1.32  9.09  6.53 276 1016.8  15.6 999.0 999.0 99.0 99.00
2007 07 13 06 00 198  2.8  4.8  1.14  9.09  5.92 281 1017.2  15.8 999.0 999.0 99.0 99.00
2007 07 13 07 00 180  1.3  1.8  1.10  9.09  6.06 271 1017.4  15.7 999.0 999.0 99.0 99.00
2007 07 13 08 00 152  0.7  1.1  1.01  9.09  5.85 282 1017.4  15.2 999.0 999.0 99.0 99.00
2007 07 13 09 00 112  2.1  2.8  1.15 10.00  6.14 263 1017.4  14.5 999.0 999.0 99.0 99.00
2007 07 13 10 00 140  2.9  3.3  1.21  9.09  6.43 276 1017.4  14.5 999.0 999.0 99.0 99.00
2007 07 13 11 00 167  2.5  2.9  1.02  9.09  6.12 265 1017.7  14.7 999.0 999.0 99.0 99.00
2007 07 13 12 00 157  1.6  2.0  1.05  9.09  6.14 277 1017.6  14.5 999.0 999.0 99.0 99.00
2007 07 13 13 00 150  1.7  2.3  1.01  9.09  5.86 271 1018.0  14.4 999.0 999.0 99.0 99.00
2007 07 13 14 00 166  1.7  2.2  0.98  9.09  6.07 274 1018.4  14.4 999.0 999.0 99.0 99.00
2007 07 13 15 00 132  2.4  3.0  0.92  9.09  5.97 277 1018.8  14.5 999.0 999.0 99.0 99.00
2007 07 13 16 00 153  2.9  3.7  0.86  9.09  5.73 283 1018.8  15.2 999.0 999.0 99.0 99.00
2007 07 13 17 00 168  3.0  3.6  0.96  9.09  5.91 283 1018.9  15.2 999.0 999.0 99.0 99.00
2007 07 13 18 00 166  3.8  4.4  0.93  9.09  5.99 278 1019.0  15.3 999.0 999.0 99.0 99.00
2007 07 13 19 00 165  3.3  3.9  0.95  8.33  5.60 277 1019.0  15.6 999.0 999.0 99.0 99.00
2007 07 13 20 00 180  3.1  4.0  1.03  9.09  5.70 277 1019.3  15.9 999.0 999.0 99.0 99.00
2007 07 13 21 00 176  1.8  2.4  1.01  9.09  5.44 261 1019.5  16.0 999.0 999.0 99.0 99.00
2007 07 13 22 00 160  1.1  1.6 99.00 99.00 99.00 999 1019.6  16.4 999.0 999.0 99.0 99.00
2007 07 13 23 00 210  1.8  2.3  1.08  5.56  5.33 210 1019.5  16.7 999.0 999.0 99.0 99.00
2007 07 14 00 00 225  1.7  2.2  1.02  6.25  5.31 226 1019.2  16.8 999.0 999.0 99.0 99.00
2007 07 14 01 00 200  1.1  1.4  1.02  6.25  5.60 208 1019.0  17.2 999.0 999.0 99.0 99.00
2007 07 14 02 00 143  1.2  1.7  1.00  7.14  5.41 231 1018.7  17.2 999.0 999.0 99.0 99.00
2007 07 14 03 00  95  2.3  3.1  1.04  6.67  5.64 211 1018.1  16.8 999.0 999.0 99.0 99.00
2007 07 14 04 00 113  2.6  3.1  1.06  6.25  5.75 207 1017.9  16.4 999.0 999.0 99.0 99.00
2007 07 14 05 00  98  1.3  1.6  1.12  6.67  5.80 209 1018.1  16.0 999.0 999.0 99.0 99.00
2007 07 14 06 00 188  1.2  1.8  1.12  6.25  5.81 209 1018.2  16.4 999.0 999.0 99.0 99.00
2007 07 14 07 00  74  1.3  2.0  1.13  7.69  5.74 227 1018.1  15.7 999.0 999.0 99.0 99.00
2007 07 14 08 00 198  0.7  1.1  1.06  7.14  5.63 221 1018.1  15.6 999.0 999.0 99.0 99.00
2007 07 14 09 00  87  0.3  0.6  1.12  7.14  5.68 223 1018.0  15.3 999.0 999.0 99.0 99.00
2007 07 14 10 00  76  1.5  1.8  1.11  6.67  5.58 212 1017.4  15.3 999.0 999.0 99.0 99.00
2007 07 14 11 00  58  1.6  2.1  1.09  6.67  5.71 215 1017.3  15.3 999.0 999.0 99.0 99.00
2007 07 14 12 00  26  0.9  1.2  1.14  6.67  5.71 207 1017.2  15.2 999.0 999.0 99.0 99.00
2007 07 14 13 00  49  2.1  2.6  0.99  7.14  5.75 221 1017.1  15.0 999.0 999.0 99.0 99.00
2007 07 14 14 00  61  1.4  1.8  0.96  6.67  5.71 211 1016.8  15.2 999.0 999.0 99.0 99.00
2007 07 14 15 00  24  1.5  1.9  1.00  6.25  5.88 197 1016.6  15.2 999.0 999.0 99.0 99.00
2007 07 14 16 00  17  1.8  2.3  0.96  6.67  5.68 201 1016.5  15.7 999.0 999.0 99.0 99.00
2007 07 14 17 00  17  1.8  2.2  0.89  7.14  5.69 207 1016.3  15.7 999.0 999.0 99.0 99.00
2007 07 14 18 00  20  2.2  2.6  0.85  7.14  5.89 206 1015.9  15.9 999.0 999.0 99.0 99.00
2007 07 14 19 00  14  2.4  3.0  0.87  6.67  5.85 198 1015.8  16.5 999.0 999.0 99.0 99.00
2007 07 14 20 00 338  2.4  2.9  0.90  6.67  5.92 202 1015.9  16.8 999.0 999.0 99.0 99.00
2007 07 14 21 00 333  3.1  3.8  0.84  6.25  5.96 205 1015.7  16.8 999.0 999.0 99.0 99.00
2007 07 14 22 00 343  2.3  2.7  0.83  6.67  5.96 207 1015.7  17.2 999.0 999.0 99.0 99.00
2007 07 14 23 00 311  1.0  1.3  0.79  6.25  5.92 207 1015.8  17.3 999.0 999.0 99.0 99.00
2007 07 15 00 00 164  1.3  1.7  0.72  6.25  5.79 192 1015.9  17.5 999.0 999.0 99.0 99.00
2007 07 15 01 00 173  3.1  3.7  0.68  5.88  5.61 189 1016.4  17.3 999.0 999.0 99.0 99.00
2007 07 15 02 00 178  2.6  3.6  0.72  6.25  5.59 199 1015.2  17.2 999.0 999.0 99.0 99.00
2007 07 15 03 00 188  3.5  4.0  0.77  6.25  5.58 199 1015.3  16.7 999.0 999.0 99.0 99.00
2007 07 15 04 00 182  2.9  3.5  0.78  5.88  5.28 202 1014.9  16.5 999.0 999.0 99.0 99.00
2007 07 15 05 00 161  2.3  2.8  0.75 12.50  5.04 215 1015.0  16.4 999.0 999.0 99.0 99.00
2007 07 15 06 00 153  4.2  6.1  0.74 12.50  5.03 225 1015.1  16.0 999.0 999.0 99.0 99.00
2007 07 15 07 00 161  4.1  5.0  0.79  6.25  4.73 217 1014.7  16.0 999.0 999.0 99.0 99.00
2007 07 15 08 00 175  4.4  5.4  0.78 12.50  4.56 219 1014.7  16.0 999.0 999.0 99.0 99.00
2007 07 15 09 00 197  6.5  8.2  0.92  4.00  4.42 205 1014.4  16.0 999.0 999.0 99.0 99.00
2007 07 15 10 00 188  5.4  6.6  0.95  4.17  4.39 204 1014.6  16.0 999.0 999.0 99.0 99.00
2007 07 15 11 00 188  6.1  8.3  1.11  4.76  4.64 206 1014.4  16.4 999.0 999.0 99.0 99.00
2007 07 15 12 00 198  5.9  7.8  1.21  5.00  4.76 200 1014.8  16.4 999.0 999.0 99.0 99.00
2007 07 15 13 00 229  3.8  4.7  1.20  5.56  4.91 211 1015.0  15.8 999.0 999.0 99.0 99.00
2007 07 15 14 00 180  3.1  3.6  1.20  5.26  5.04 204 1015.7  15.9 999.0 999.0 99.0 99.00
2007 07 15 15 00 159  2.6  3.3  1.23  6.25  5.45 199 1015.9  16.0 999.0 999.0 99.0 99.00
2007 07 15 16 00 200  3.2  3.8  1.16  6.25  5.38 211 1016.4  16.7 999.0 999.0 99.0 99.00
2007 07 15 17 00 204  3.3  4.2  1.22  6.25  5.47 206 1016.5  17.2 999.0 999.0 99.0 99.00
2007 07 15 18 00 197  3.5  4.2  1.16  8.33  5.35 236 1016.5  17.2 999.0 999.0 99.0 99.00
2007 07 15 19 00 190  3.3  4.2  1.20  5.88  5.33 197 1017.0  17.2 999.0 999.0 99.0 99.00
2007 07 15 20 00 190  3.3  4.5  1.24  8.33  5.48 228 1017.2  16.9 999.0 999.0 99.0 99.00
2007 07 15 21 00 184  4.3  5.1  1.25  8.33  5.42 234 1017.2  17.2 999.0 999.0 99.0 99.00
2007 07 15 22 00 178  4.0  4.9  1.23  7.69  5.39 217 1017.3  17.2 999.0 999.0 99.0 99.00
2007 07 15 23 00 186  4.6  5.4  1.11  7.69  5.25 222 1017.4  17.3 999.0 999.0 99.0 99.00
2007 07 16 00 00 197  5.1  5.8  1.22  7.69  5.76 228 1017.2  17.3 999.0 999.0 99.0 99.00
2007 07 16 01 00 207  3.7  4.3  1.21  7.69  5.42 230 1016.6  17.5 999.0 999.0 99.0 99.00
2007 07 16 02 00 208  3.2  3.8  1.19  7.69  5.57 229 1016.5  17.4 999.0 999.0 99.0 99.00
2007 07 16 03 00 211  2.5  3.1  1.12  7.14  5.35 223 1016.4  17.3 999.0 999.0 99.0 99.00
2007 07 16 04 00 202  1.3  1.7  1.11  7.69  5.59 230 1015.8  16.8 999.0 999.0 99.0 99.00
2007 07 16 05 00 211  3.0  3.7  1.07  7.14  5.63 237 1016.4  17.2 999.0 999.0 99.0 99.00
2007 07 16 06 00 210  2.8  3.4  1.12  7.69  5.63 229 1015.9  17.2 999.0 999.0 99.0 99.00
2007 07 16 07 00 216  2.0  2.5  1.13  7.69  5.79 225 1015.7  17.1 999.0 999.0 99.0 99.00
2007 07 16 08 00 195  1.9  2.4  1.09  8.33  5.91 227 1015.4  16.8 999.0 999.0 99.0 99.00
2007 07 16 09 00 173  1.5  2.0  1.02  8.33  5.60 224 1015.0  16.8 999.0 999.0 99.0 99.00
2007 07 16 10 00 142  1.4  2.5  1.00  8.33  5.71 226 1014.8  16.5 999.0 999.0 99.0 99.00
2007 07 16 11 00 163  1.7  2.1  0.92  7.69  5.70 221 1014.3  16.4 999.0 999.0 99.0 99.00
2007 07 16 12 00 135  2.8  3.5  0.99  8.33  5.94 225 1014.9  15.6 999.0 999.0 99.0 99.00
2007 07 16 13 00 154  3.6  4.3  0.99  8.33  5.90 234 1014.8  15.7 999.0 999.0 99.0 99.00
2007 07 16 14 00 162  3.0  3.6  1.04  7.14  5.98 226 1014.9  15.7 999.0 999.0 99.0 99.00
2007 07 16 15 00 163  2.8  3.4  0.98  7.14  5.86 229 1014.8  15.6 999.0 999.0 99.0 99.00
2007 07 16 16 00 128  1.9  2.3  1.04  7.69  5.99 234 1014.9  15.6 999.0 999.0 99.0 99.00
2007 07 16 17 00 151  1.9  2.4  0.98  7.69  5.79 230 1015.0  15.9 999.0 999.0 99.0 99.00
2007 07 16 18 00 151  2.9  3.4  1.03  7.69  5.88 235 1014.3  16.0 999.0 999.0 99.0 99.00
2007 07 16 19 00 169  3.0  3.6  0.94  7.69  5.51 228 1014.3  16.4 999.0 999.0 99.0 99.00
2007 07 16 20 00 192  1.8  2.3  1.05  7.14  5.62 234 1014.2  16.7 999.0 999.0 99.0 99.00
2007 07 16 21 00 196  2.0  2.4  1.04  7.14  5.61 234 1014.1  16.9 999.0 999.0 99.0 99.00
2007 07 16 22 00 235  1.1  1.6  1.08  7.14  5.84 233 1013.9  17.3 999.0 999.0 99.0 99.00
2007 07 16 23 00 253  2.9  3.6  0.99  6.67  5.75 233 1013.5  17.5 999.0 999.0 99.0 99.00
2007 07 17 00 00 252  3.1  3.9  0.95  7.69  5.80 236 1013.5  17.5 999.0 999.0 99.0 99.00
2007 07 17 01 00 266  2.1  2.5  0.92  7.14  6.06 220 1013.4  17.5 999.0 999.0 99.0 99.00
2007 07 17 02 00 277  1.1  1.4  0.78  7.69  5.97 228 1013.2  17.4 999.0 999.0 99.0 99.00
2007 07 17 03 00 262  0.5  0.7  0.85  7.14  6.25 219 1013.3  17.3 999.0 999.0 99.0 99.00
2007 07 17 04 00 341  0.2  0.4  0.86  7.14  6.10 212 1012.7  17.2 999.0 999.0 99.0 99.00
2007 07 17 05 00 101  1.4  1.8  0.77  6.67  6.03 211 1012.7  16.7 999.0 999.0 99.0 99.00
2007 07 17 06 00 125  2.2  2.6  0.84  6.67  6.26 214 1012.6  16.8 999.0 999.0 99.0 99.00
2007 07 17 07 00 158  2.2  2.7  0.83  7.14  6.16 218 1012.5  16.7 999.0 999.0 99.0 99.00
2007 07 17 08 00 138  1.0  1.4  0.81  7.14  6.08 224 1011.9  16.5 999.0 999.0 99.0 99.00
2007 07 17 09 00 173  1.3  1.9  0.79  7.14  5.95 230 1011.8  16.4 999.0 999.0 99.0 99.00
2007 07 17 10 00 114  1.4  1.7  0.80  7.14  5.85 232 1011.4  16.0 999.0 999.0 99.0 99.00
2007 07 17 11 00 138  2.3  2.7  0.85  7.14  5.69 233 1011.4  16.0 999.0 999.0 99.0 99.00
2007 07 17 12 00 116  2.5  2.8  0.81  6.67  5.46 239 1011.2  15.9 999.0 999.0 99.0 99.00
2007 07 17 13 00 245  0.1  0.6  0.79  7.14  5.55 233 1011.2  15.7 999.0 999.0 99.0 99.00
2007 07 17 14 00 115  2.4  2.7  0.76  6.25  5.50 241 1011.2  15.7 999.0 999.0 99.0 99.00
2007 07 17 15 00 111  2.2  2.7  0.79  6.67  5.76 237 1011.8  15.7 999.0 999.0 99.0 99.00
2007 07 17 16 00 142  2.3  2.7  0.74  7.14  5.82 226 1011.8  16.0 999.0 999.0 99.0 99.00
2007 07 17 17 00 138  2.3  2.9  0.74  6.67  6.09 235 1011.9  16.0 999.0 999.0 99.0 99.00
2007 07 17 18 00 117  2.4  2.8  0.66  7.14  5.87 223 1011.8  16.4 999.0 999.0 99.0 99.00
2007 07 17 19 00 157  1.5  2.1  0.60  6.67  5.87 218 1011.9  16.7 999.0 999.0 99.0 99.00
2007 07 17 20 00 159  2.2  2.8  0.61  7.14  5.88 228 1011.9  16.7 999.0 999.0 99.0 99.00
2007 07 17 21 00 154  2.5  2.9  0.65  7.14  5.85 216 1011.9  16.7 999.0 999.0 99.0 99.00
2007 07 17 22 00 145  2.6  3.2  0.55  6.67  5.45 203 1011.9  16.8 999.0 999.0 99.0 99.00
2007 07 17 23 00 167  3.0  3.7  0.56  6.67  5.32 216 1011.9  17.2 999.0 999.0 99.0 99.00
2007 07 18 00 00 174  1.9  2.3  0.62  6.25  5.20 217 1011.9  17.2 999.0 999.0 99.0 99.00
2007 07 18 01 00 168  1.1  1.4  0.61  6.25  5.31 216 1011.9  17.3 999.0 999.0 99.0 99.00
2007 07 18 02 00 142  1.5  1.8  0.62  6.67  4.86 223 1011.9  16.8 999.0 999.0 99.0 99.00
2007 07 18 03 00 142  1.6  2.0  0.70  5.88  4.96 207 1011.9  16.8 999.0 999.0 99.0 99.00
2007 07 18 04 00 144  1.9  2.4  0.80  5.00  4.88 219 1011.9  16.8 999.0 999.0 99.0 99.00
2007 07 18 05 00 128  1.5  1.9  0.81  5.26  5.01 223 1011.9  16.8 999.0 999.0 99.0 99.00
2007 07 18 06 00 135  1.7  2.2  0.85  5.26  4.99 218 1011.9  16.8 999.0 999.0 99.0 99.00
2007 07 18 07 00 115  1.4  1.9  0.93  5.56  5.05 223 1011.7  16.8 999.0 999.0 99.0 99.00
2007 07 18 08 00 100  1.1  1.6  0.97  6.25  5.23 223 1011.2  16.7 999.0 999.0 99.0 99.00
2007 07 18 09 00  94  0.8  1.3  1.01  6.25  5.31 223 1010.9  16.7 999.0 999.0 99.0 99.00
2007 07 18 10 00  75  1.8  2.6  0.95  6.67  5.27 216 1010.3  16.5 999.0 999.0 99.0 99.00
2007 07 18 11 00  45  0.7  1.0  0.92  6.67  5.28 219 1009.6  16.5 999.0 999.0 99.0 99.00
2007 07 18 12 00 357  1.4  1.9  0.90  6.67  5.52 215 1009.4  16.4 999.0 999.0 99.0 99.00
2007 07 18 13 00  24  1.7  2.1  0.86  6.25  5.45 216 1009.6  16.4 999.0 999.0 99.0 99.00
2007 07 18 14 00  31  3.2  3.6  0.72  6.25  5.41 222 1009.4  16.4 999.0 999.0 99.0 99.00
2007 07 18 15 00  15  2.2  2.6  0.73  6.67  5.63 218 1009.5  16.4 999.0 999.0 99.0 99.00
2007 07 18 16 00 358  0.8  1.2  0.74  6.25  5.60 203 1009.7  15.7 999.0 999.0 99.0 99.00
2007 07 18 17 00 326  1.4  1.7  0.74  6.25  5.70 205 1009.6  15.6 999.0 999.0 99.0 99.00
2007 07 18 18 00 314  0.9  1.3  0.70  6.25  5.89 220 1009.7  15.9 999.0 999.0 99.0 99.00
2007 07 18 19 00 313  0.6  1.0  0.77  5.88  5.98 217 1010.1  15.9 999.0 999.0 99.0 99.00
